Serial No.,Date,Time,Device Name,co2,hum,illuminance,maximum_rainfall,par,pm10,pm2_5,pressure,rain_accumulation,temp,tsr,wind_angle,wind_direction,wind_speed,wind_speed_level
6688,13/08/2024,23:01:13,Weather station,480,99.9,0,0,0,18,15,1001,76.4,28,0,78.5,ENE,0,0
6689,13/08/2024,22:51:13,Weather station,481,99.9,0,0,0,19,16,1001,76.4,27.9,0,77.6,ENE,0,0
6690,13/08/2024,22:41:13,Weather station,490,99.9,0,0,0,22,17,1001,76.4,28,0,88.1,E,0,0
6691,13/08/2024,22:31:13,Weather station,476,99.9,0,0,0,18,14,1001.1,76.4,28.1,0,92.5,E,0,0
6692,13/08/2024,22:21:12,Weather station,479,99.9,0,0,0,20,16,1001.2,76.4,28.2,0,137.8,SE,0,0
6693,13/08/2024,22:11:12,Weather station,484,99.9,0,0,0,21,16,1001.2,76.4,28.2,0,134.8,SE,0,0
6694,13/08/2024,22:01:12,Weather station,476,99.9,0,0,0,17,14,1001.3,76.4,28.2,0,188.7,S,0,0
6695,13/08/2024,21:51:12,Weather station,476,99.9,0,0,0,17,14,1001,76.4,28.3,0,162.2,SSE,0,0
6696,13/08/2024,21:41:12,Weather station,477,99.9,0,0,0,16,13,1000.9,76.4,28.4,0,145.4,SE,0,0
6697,13/08/2024,21:31:11,Weather station,480,99.9,0,0,0,21,17,1001,76.4,28.5,0,18.5,NNE,0,0
6698,13/08/2024,21:21:11,Weather station,481,99.9,0,0,0,19,15,1000.8,76.4,28.7,0,253.5,WSW,0,0
6699,13/08/2024,21:11:11,Weather station,471,99.9,0,0,0,18,14,1000.7,76.4,28.8,0,204.1,SSW,0,0
6700,13/08/2024,21:01:11,Weather station,471,99.9,0,0,0,16,13,1000.3,76.4,29,0,142.8,SE,0,0
6701,13/08/2024,20:51:11,Weather station,475,99.9,0,0,0,17,14,1000.4,76.4,28.8,0,73,ENE,0,0
6702,13/08/2024,20:41:10,Weather station,476,99.9,0,0,0,19,15,1000.3,76.4,29,0,157.2,SSE,0,0
6703,13/08/2024,20:31:10,Weather station,470,99.9,0,0,0,18,15,1000.3,76.4,29.2,0,158.7,SSE,0,0
6704,13/08/2024,20:21:10,Weather station,469,99.9,0,0,0,18,15,1000.3,76.4,29.2,0,129.3,SE,0,0
6705,13/08/2024,20:11:10,Weather station,473,99.9,0,0,0,23,18,1000.1,76.4,29.2,0,149,SSE,0.3,1
6706,13/08/2024,20:01:10,Weather station,467,99.9,0,0,0,28,23,1000,76.4,29.2,0,106.2,ESE,0.2,0
6707,13/08/2024,19:51:09,Weather station,469,99.9,0,0,0,19,15,999.9,76.4,29.2,0,144.1,SE,0.9,1
6708,13/08/2024,19:41:09,Weather station,471,99.9,0,307.2,0,17,13,999.6,76.4,29.3,0,154.2,SSE,1.1,1
6709,13/08/2024,19:31:09,Weather station,465,99.9,0,307.2,0,20,16,999.3,76.4,29.3,0,182.8,S,0,0
6710,13/08/2024,19:21:09,Weather station,464,99.9,0,307.2,0,22,17,999,76.4,29.5,0,131.1,SE,0.6,1
6711,13/08/2024,19:11:09,Weather station,469,99.9,0,307.2,0,16,13,998.8,76.4,29.5,0,158.3,SSE,0,0
6712,13/08/2024,19:01:08,Weather station,472,99.9,0,307.2,0,18,14,998.8,76.4,29.6,0,150.4,SSE,1.5,1
6713,13/08/2024,18:51:08,Weather station,463,99.9,0,307.2,0,18,15,998.5,76.4,29.6,0,180,S,1.2,1
6714,13/08/2024,18:41:08,Weather station,463,99.9,12,0,0,22,17,998.4,76.4,29.8,0,129,SE,0.6,1
6715,13/08/2024,18:31:08,Weather station,466,99.9,71,0,5,22,18,998.2,76.4,29.9,11,171.2,S,0,0
6716,13/08/2024,18:21:08,Weather station,464,99.9,183,0,15,24,19,998,76.4,29.8,73,75.7,ENE,0,0
6717,13/08/2024,18:11:07,Weather station,465,99.9,329,0,26,25,19,997.9,76.4,29.4,142,143.1,SE,0,0
6718,13/08/2024,18:01:07,Weather station,458,99.9,555,0,55,26,21,998,76,29.6,337,154.2,SSE,1.2,1
6719,13/08/2024,17:51:07,Weather station,451,99.9,1246,0,152,24,19,997.6,75.2,32.2,948,121.9,ESE,1.3,1
6720,13/08/2024,17:41:07,Weather station,451,99.9,3192,0,279,22,18,996.9,75.2,35.4,1536,154.4,SSE,0,0
6721,13/08/2024,17:31:07,Weather station,447,99.9,3509,0,275,25,19,996.8,75.2,35.4,1000,119.3,ESE,0.7,1
6722,13/08/2024,17:21:06,Weather station,439,99.9,1908,0,181,22,18,997,75.2,33.9,1021,53.1,NE,0,0
6723,13/08/2024,17:11:06,Weather station,440,99.9,4135,0,346,23,19,996.7,75.2,35.5,1065,130.8,SE,1.3,1
6724,13/08/2024,17:01:06,Weather station,432,99.9,2958,0,318,20,16,996.5,75.2,35.6,1834,130.7,SE,2.2,2
6725,13/08/2024,16:51:06,Weather station,436,99.9,5729,0,446,22,17,996.5,75.2,35.9,3088,95.6,E,2.1,2
6726,13/08/2024,16:41:06,Weather station,430,99.9,6200,0,477,22,17,996.5,75.2,35.9,3482,114.2,ESE,2.7,2
6727,13/08/2024,16:31:06,Weather station,440,99.9,5865,0,459,21,16,996.3,75.2,36.5,3334,105.7,ESE,1.6,2
6728,13/08/2024,16:21:05,Weather station,438,99.9,6163,0,488,24,19,996.2,75.2,36.3,3582,144.2,SE,0,0
6729,13/08/2024,16:11:05,Weather station,437,99.9,6543,0,513,24,18,996.2,75.2,36.4,3801,108.7,ESE,2,2
6730,13/08/2024,16:01:05,Weather station,434,99.9,3217,0,359,21,17,996.5,75.2,36.6,2252,106,ESE,0.7,1
6731,13/08/2024,15:51:05,Weather station,440,99.9,4815,0,423,24,19,996.4,75.2,36.1,3121,93.9,E,0.6,1
6732,13/08/2024,15:41:05,Weather station,431,99.9,7741,0,606,23,18,996.3,75.2,36.9,4604,131.6,SE,1.8,2
6733,13/08/2024,15:31:04,Weather station,434,99.9,8203,0,659,22,18,996.2,75.2,37.2,5255,96.4,E,1.4,1
6734,13/08/2024,15:21:04,Weather station,435,99.9,8050,0,633,28,22,996.4,75.2,36,4924,94.4,E,0,0
6735,13/08/2024,15:11:04,Weather station,443,99.9,3542,0,375,25,20,996.6,75.2,37.4,2433,99.6,E,0.9,1
6736,13/08/2024,15:01:04,Weather station,430,99.9,8855,0,722,23,18,996.5,75.2,36.5,5867,116.3,ESE,0.6,1
6737,13/08/2024,14:51:03,Weather station,426,99.9,3989,0,416,22,18,997,75.2,37.3,3007,106.6,ESE,0.9,1
6738,13/08/2024,14:41:03,Weather station,435,99.9,3501,0,376,22,17,997.2,75.2,37.5,2546,56.2,NE,1.3,1
6739,13/08/2024,14:31:03,Weather station,424,99.9,9447,0,795,21,16,997.1,75.2,38.7,6609,135.4,SE,0.3,1
6740,13/08/2024,14:21:03,Weather station,431,99.9,10216,0,853,22,18,997.3,75.2,38,7225,60.9,ENE,0,0
6741,13/08/2024,14:11:03,Weather station,434,99.9,3215,0,361,25,19,997.7,75.2,35.7,2516,88.6,E,1.9,2
6742,13/08/2024,14:01:02,Weather station,427,99.9,10705,0,881,21,17,997.5,75.2,37.2,7438,6.9,N,0,0
6743,13/08/2024,13:51:02,Weather station,441,99.9,8754,0,862,22,17,997.8,75.2,37.4,7469,168.8,S,0,0
6744,13/08/2024,13:41:02,Weather station,448,99.9,10257,0,897,21,17,998,75.2,36.7,7647,77.8,ENE,0.8,1
6745,13/08/2024,13:31:02,Weather station,452,99.9,10079,0,875,23,18,998.3,75.2,35.8,7454,50.5,NE,0.5,1
6746,13/08/2024,13:21:02,Weather station,446,99.9,10734,0,921,20,16,998.3,75.2,37.2,7920,113.6,ESE,0,0
6747,13/08/2024,13:11:01,Weather station,446,99.9,11169,0,945,20,16,998.6,75.2,38,8160,120.3,ESE,0,0
6748,13/08/2024,13:01:01,Weather station,458,99.9,3781,0,395,20,16,999,75.2,34.7,2902,147.8,SSE,0.1,0
6749,13/08/2024,12:51:01,Weather station,446,99.9,11715,0,984,23,18,999.1,75.2,37.2,8570,134.1,SE,0,0
6750,13/08/2024,12:41:01,Weather station,444,99.9,10621,0,963,21,16,999.3,75.2,36.7,8234,124.2,SE,0.9,1
6751,13/08/2024,12:31:01,Weather station,448,99.9,9637,0,799,21,17,999.5,75.2,35,6215,73,ENE,0,0
6752,13/08/2024,12:21:01,Weather station,449,99.9,11263,0,963,21,17,999.6,75.2,36.2,8354,191.7,SSW,0,0
6753,13/08/2024,12:11:00,Weather station,452,99.9,9885,0,862,21,17,999.6,75.2,35.3,7434,150.5,SSE,0,0
6754,13/08/2024,12:01:00,Weather station,447,99.9,5838,0,558,20,16,999.9,75.2,35.5,4454,317.4,NW,0,0
6755,13/08/2024,11:51:00,Weather station,463,99.9,10599,0,903,22,18,1000.1,75.2,35,7831,134.5,SE,0,0
6756,13/08/2024,11:41:00,Weather station,460,99.9,5381,0,535,23,18,1000.3,75.2,34.8,4344,148.7,SSE,0,0
6757,13/08/2024,11:31:00,Weather station,448,99.9,3617,0,395,21,17,1000.5,75.2,33.9,3006,44.3,NE,0,0
6758,13/08/2024,11:20:59,Weather station,449,99.9,5960,0,539,20,16,1000.5,75.2,34.4,4435,85.4,E,1.5,1
6759,13/08/2024,11:10:59,Weather station,452,99.9,9292,0,777,21,16,1000.6,75.2,34,6910,98.9,E,1.5,1
6760,13/08/2024,11:00:59,Weather station,452,99.9,8967,0,717,15,12,1000.8,75.2,34.1,6256,141.9,SE,0,0
6761,13/08/2024,10:50:59,Weather station,448,99.9,8679,0,685,19,15,1000.9,75.2,35.1,6049,135.9,SE,1.3,1
6762,13/08/2024,10:40:59,Weather station,454,99.9,7478,0,606,15,12,1000.9,75.2,35.4,5218,141.6,SE,0.9,1
6763,13/08/2024,10:30:58,Weather station,450,99.9,10241,0,799,16,13,1001.1,75.2,35.2,7140,72.8,ENE,0,0
6764,13/08/2024,10:20:58,Weather station,450,99.9,8633,0,707,15,12,1001.3,75.2,35.8,6509,132.2,SE,0,0
6765,13/08/2024,10:10:58,Weather station,446,99.9,5748,0,473,18,14,1001.3,75.2,35.3,4042,298.6,WNW,0,0
6766,13/08/2024,10:00:58,Weather station,450,99.9,6001,0,482,19,15,1001.4,75.2,35.8,4190,160.2,SSE,0,0
6767,13/08/2024,09:50:58,Weather station,463,99.9,6788,0,528,19,15,1001.5,75.2,32.2,4533,147.6,SSE,0,0
6768,13/08/2024,09:40:57,Weather station,477,99.9,5947,0,497,18,15,1001.8,75.2,32.2,4188,193.5,SSW,0.1,0
6769,13/08/2024,09:30:57,Weather station,468,99.9,5639,0,479,16,13,1001.6,75.2,32.6,3977,222.1,SW,0,0
6770,13/08/2024,09:20:57,Weather station,468,99.9,4952,0,446,21,16,1001.7,75.2,31,3557,329,NNW,0,0
6771,13/08/2024,09:10:57,Weather station,480,99.9,4422,0,419,23,19,1001.8,75.2,31,3319,148.3,SSE,0,0
6772,13/08/2024,09:00:57,Weather station,480,99.9,4601,0,428,16,13,1001.7,75.2,30.4,3431,132.3,SE,0,0
6773,13/08/2024,08:50:56,Weather station,476,99.9,3464,0,376,15,12,1001.7,75.2,30,2851,155.9,SSE,0,0
6774,13/08/2024,08:40:56,Weather station,473,99.9,3004,0,358,19,15,1001.7,75.2,29.5,2637,164.2,SSE,0,0
6775,13/08/2024,08:30:56,Weather station,478,99.9,2598,0,307,22,17,1001.4,75.2,29.3,2250,252.3,WSW,0,0
6776,13/08/2024,08:20:56,Weather station,479,99.9,2380,0,279,18,15,1001.5,75.2,29.2,2053,271.4,W,0,0
6777,13/08/2024,08:10:56,Weather station,488,99.9,2315,0,274,15,12,1001.3,75.2,28.6,2031,162.3,SSE,0,0
6778,13/08/2024,08:00:55,Weather station,488,99.9,2140,0,254,19,15,1001.2,75.2,28.3,1870,232.4,SW,0,0
6779,13/08/2024,07:50:55,Weather station,491,99.9,1892,0,221,22,17,1001,75.2,28,1614,201,SSW,0,0
6780,13/08/2024,07:40:55,Weather station,478,99.9,1742,0,201,17,14,1000.9,75.2,27.7,1492,263.2,W,0,0
6781,13/08/2024,07:30:55,Weather station,488,99.9,1249,0,142,19,15,1000.9,75.2,27.4,1016,178.6,S,0,0
6782,13/08/2024,07:20:55,Weather station,493,99.9,937,0,109,20,15,1000.8,75.2,27,790,257.4,WSW,0,0
6783,13/08/2024,07:10:55,Weather station,489,99.9,582,0,67,17,13,1000.6,75.2,26.9,479,247,WSW,0,0
6784,13/08/2024,07:00:54,Weather station,479,99.9,387,0,38,20,16,1000.4,75.2,26.8,288,205.2,SSW,0,0
6785,13/08/2024,06:50:54,Weather station,492,99.9,258,0,27,62,47,1000.4,75.2,26.6,183,212.9,SSW,0,0
6786,13/08/2024,06:40:54,Weather station,488,99.9,213,0,20,15,12,1000.1,75.2,26.4,134,303.4,WNW,0,0
6787,13/08/2024,06:30:54,Weather station,491,99.9,202,0,20,16,12,1000.1,75.2,26.2,118,251.8,WSW,0,0
6788,13/08/2024,06:20:53,Weather station,490,99.9,175,0,17,15,12,1000.1,75.2,26.2,105,74.2,ENE,0,0
6789,13/08/2024,06:10:53,Weather station,492,99.9,104,0,9,16,13,999.9,75.2,25.9,48,82.2,E,0,0
6790,13/08/2024,06:00:53,Weather station,478,99.9,26,0,1,16,13,999.7,75.2,26,0,287.7,WNW,0,0
6791,13/08/2024,05:50:53,Weather station,488,99.9,2,0,0,16,13,999.6,75.2,26.1,0,201.2,SSW,0,0
6792,13/08/2024,05:40:53,Weather station,488,99.9,0,0,0,15,12,999.7,75.2,26.1,0,220.6,SW,0,0
6793,13/08/2024,05:30:52,Weather station,474,99.9,0,0,0,17,14,999.3,75.2,26,0,60.8,ENE,0,0
6794,13/08/2024,05:20:52,Weather station,488,99.9,0,0,0,15,12,999.5,75.2,26.2,0,81.1,E,0,0
6795,13/08/2024,05:10:52,Weather station,485,99.9,0,0,0,18,15,999.2,75.2,26.3,0,334.6,NNW,0,0
6796,13/08/2024,05:00:52,Weather station,480,99.9,0,0,0,22,17,999.3,75.2,26.4,0,45.8,NE,0,0
6797,13/08/2024,04:50:52,Weather station,476,99.9,0,0,0,22,17,999.4,75.2,26.5,0,291.8,WNW,0.5,1
6798,13/08/2024,04:40:52,Weather station,492,99.9,0,0,0,24,18,999.5,75.2,26.5,0,313.1,NW,0,0
6799,13/08/2024,04:30:51,Weather station,491,99.9,0,0,0,25,20,999.5,75.2,26.6,0,274.3,W,0.1,0
6800,13/08/2024,04:20:51,Weather station,490,99.9,0,0,0,28,22,999.5,75.2,26.8,0,263.3,W,1.8,2
6801,13/08/2024,04:10:51,Weather station,475,99.9,0,0,0,24,19,999.5,75.2,27,0,133.9,SE,0,0
6802,13/08/2024,04:00:51,Weather station,483,99.9,0,0,0,26,20,999.4,75.2,27,0,3.4,N,0.3,1
6803,13/08/2024,03:50:51,Weather station,473,99.9,0,0,0,25,19,999.4,75.2,27.1,0,13.5,NNE,0.2,0
6804,13/08/2024,03:40:50,Weather station,469,99.9,0,0,0,21,17,999.4,75.2,27,0,328.6,NNW,1,1
6805,13/08/2024,03:30:50,Weather station,470,99.9,0,0,0,20,16,999.3,75.2,27.1,0,89.7,E,0,0
6806,13/08/2024,03:20:50,Weather station,488,99.9,0,0,0,19,15,999.3,75.2,27.3,0,111.7,ESE,0,0
6807,13/08/2024,03:10:50,Weather station,487,99.9,0,0,0,21,17,999.1,75.2,28,0,65.8,ENE,0.9,1
6808,13/08/2024,03:00:50,Weather station,518,99.9,0,0,0,22,17,999.1,75.2,28.6,0,112.4,ESE,0,0
6809,13/08/2024,02:50:49,Weather station,505,99.9,0,0,0,24,20,999.2,75.2,28.4,0,145.4,SE,0,0
6810,13/08/2024,02:40:49,Weather station,519,99.9,0,0,0,25,19,999.1,75.2,28.5,0,97.8,E,0,0
6811,13/08/2024,02:30:49,Weather station,518,99.9,0,0,0,27,22,999,75.2,28.4,0,76.2,ENE,0,0
6812,13/08/2024,02:20:49,Weather station,509,99.9,0,0,0,22,17,999.1,75.2,28.4,0,125.8,SE,0,0
6813,13/08/2024,02:10:49,Weather station,516,99.9,0,0,0,23,19,999.1,75.2,28.3,0,136.8,SE,0,0
6814,13/08/2024,02:00:48,Weather station,535,99.9,0,0,0,21,17,999,75.2,28.3,0,92.5,E,0,0
6815,13/08/2024,01:50:48,Weather station,524,99.9,0,0,0,25,19,999,75.2,28.5,0,124.4,SE,0,0
6816,13/08/2024,01:40:48,Weather station,499,99.9,0,0,0,25,19,999.1,75.2,28.5,0,77.3,ENE,0,0
6817,13/08/2024,01:30:48,Weather station,502,99.9,0,0,0,20,16,999.2,75.2,28.7,0,149.9,SSE,0,0
6818,13/08/2024,01:20:48,Weather station,506,99.9,0,0,0,18,15,999.4,75.2,28.7,0,143.1,SE,0,0
6819,13/08/2024,01:10:47,Weather station,499,99.9,0,0,0,20,15,999.5,75.2,28.8,0,157.9,SSE,0,0
6820,13/08/2024,01:00:47,Weather station,501,99.9,0,0,0,19,15,999.6,75.2,28.8,0,155.3,SSE,0,0
6821,13/08/2024,00:50:47,Weather station,501,99.9,0,0,0,18,15,999.8,75.2,28.9,0,146.2,SE,0,0
6822,13/08/2024,00:40:47,Weather station,506,99.9,0,0,0,18,15,999.9,75.2,28.9,0,137.6,SE,0,0
6823,13/08/2024,00:30:47,Weather station,500,99.9,0,0,0,19,15,1000.1,75.2,29,0,182.2,S,0,0
6824,13/08/2024,00:20:46,Weather station,510,99.9,0,0,0,19,15,1000.3,75.2,28.9,0,219.3,SW,0,0
6825,13/08/2024,00:10:46,Weather station,489,99.9,0,0,0,20,16,1000.3,75.2,29,0,160.8,SSE,0,0
6826,13/08/2024,00:00:46,Weather station,502,99.9,0,0,0,22,17,1000.5,75.2,28.9,0,159,SSE,0,0
6827,12/08/2024,23:50:46,Weather station,508,99.9,0,0,0,23,18,1000.6,75.2,28.9,0,200.4,SSW,0,0
6828,12/08/2024,23:40:46,Weather station,503,99.9,0,0,0,29,23,1000.7,75.2,29,0,50,NE,0,0
6829,12/08/2024,23:30:55,Weather station,494,99.9,0,0,0,27,21,1000.5,75.2,29,0,149.3,SSE,0,0
6830,12/08/2024,23:20:45,Weather station,494,99.9,0,0,0,23,18,1000.4,75.2,29,0,136.9,SE,0,0
6831,12/08/2024,23:10:45,Weather station,491,99.9,0,0,0,28,22,1000.3,75.2,29.2,0,142.2,SE,0,0
6832,12/08/2024,23:00:45,Weather station,489,99.9,0,0,0,27,22,1000.3,75.2,29.4,0,149.8,SSE,0,0
6833,12/08/2024,22:50:45,Weather station,484,99.9,0,0,0,23,19,1000.4,75.2,29.5,0,132.6,SE,0,0
6834,12/08/2024,22:40:45,Weather station,482,99.9,0,0,0,29,22,1000.6,75.2,29.5,0,141.7,SE,0,0
6835,12/08/2024,22:30:44,Weather station,487,99.9,0,0,0,28,21,1000.5,75.2,29.6,0,158.8,SSE,0,0
6836,12/08/2024,22:20:44,Weather station,479,99.9,0,0,0,19,15,1000.6,75.2,29.7,0,169.3,S,0,0
6837,12/08/2024,22:10:44,Weather station,471,99.9,0,0,0,18,14,1000.6,75.2,29.7,0,134.1,SE,0,0
6838,12/08/2024,22:00:43,Weather station,475,99.9,0,0,0,19,15,1000.6,75.2,29.7,0,169.4,S,0,0
6839,12/08/2024,21:50:44,Weather station,483,99.9,0,0,0,18,14,1000.4,75.2,29.7,0,204.9,SSW,0,0
6840,12/08/2024,21:40:43,Weather station,478,99.9,0,0,0,21,17,1000.2,75.2,29.7,0,127.3,SE,0,0
6841,12/08/2024,21:30:43,Weather station,473,99.9,0,0,0,20,16,1000,75.2,29.8,0,161.4,SSE,0,0
6842,12/08/2024,21:20:43,Weather station,477,99.9,0,0,0,15,12,999.8,75.2,29.8,0,162.1,SSE,0,0
6843,12/08/2024,21:10:43,Weather station,481,99.9,0,0,0,14,11,999.7,75.2,29.8,0,160.5,SSE,0,0
6844,12/08/2024,21:00:43,Weather station,474,99.9,0,0,0,16,13,999.4,75.2,29.9,0,135.1,SE,0.7,1
6845,12/08/2024,20:50:42,Weather station,468,99.9,0,0,0,14,12,999.2,75.2,30,0,151.8,SSE,0,0
6846,12/08/2024,20:40:42,Weather station,471,99.9,0,0,0,16,13,998.9,75.2,30.1,0,139.8,SE,0,0
6847,12/08/2024,20:30:42,Weather station,470,99.9,0,0,0,18,14,998.7,75.2,30.2,0,148.7,SSE,0,0
6848,12/08/2024,20:20:42,Weather station,469,99.9,0,0,0,17,14,998.5,75.2,30.3,0,109.1,ESE,1.3,1
6849,12/08/2024,20:10:42,Weather station,471,99.9,0,0,0,17,14,998.5,75.2,30.5,0,162.2,SSE,0,0
6850,12/08/2024,20:00:41,Weather station,466,99.9,0,0,0,21,17,998.3,75.2,30.7,0,243.8,WSW,1.1,1
6851,12/08/2024,19:50:41,Weather station,466,99.9,0,0,0,20,16,998.1,75.2,31,0,160.2,SSE,0.1,0
6852,12/08/2024,19:40:41,Weather station,477,99.9,0,0,0,32,25,998.3,75.2,31.2,0,111.2,ESE,1,1
6853,12/08/2024,19:30:41,Weather station,472,99.9,0,0,0,24,19,998.1,75.2,31.7,0,147.4,SSE,1.1,1
6854,12/08/2024,19:20:41,Weather station,465,99.9,0,0,0,20,16,997.9,75.2,32.1,0,130.6,SE,0,0
6855,12/08/2024,19:10:40,Weather station,467,99.9,0,0,0,18,14,997.7,75.2,32.4,0,148.2,SSE,0,0
6856,12/08/2024,19:00:40,Weather station,455,99.9,0,0,0,23,18,997.5,75.2,32.7,0,176,S,0,0
6857,12/08/2024,18:50:40,Weather station,459,99.9,0,0,0,24,19,997.5,75.2,32.9,0,167.4,SSE,0,0
6858,12/08/2024,18:40:40,Weather station,458,99.9,16,0,0,30,23,997.3,75.2,33.1,0,141.8,SE,0,0
6859,12/08/2024,18:30:40,Weather station,447,99.9,98,0,8,23,18,997.2,75.2,33.4,24,123.9,SE,0,0
6860,12/08/2024,18:20:39,Weather station,454,99.9,304,0,26,15,12,996.9,75.2,33.7,129,140.5,SE,0.2,0
6861,12/08/2024,18:10:39,Weather station,451,99.9,645,0,51,17,14,996.8,75.2,34.8,254,139.8,SE,0,0
6862,12/08/2024,18:00:39,Weather station,452,99.9,821,0,68,11,9,996.6,75.2,34.6,348,118.2,ESE,0.7,1
6863,12/08/2024,17:50:39,Weather station,441,99.9,1101,0,92,14,11,996.5,75.2,35,463,54.4,NE,0,0
6864,12/08/2024,17:40:39,Weather station,446,99.9,1348,0,117,11,9,996.3,75.2,35.2,595,139.5,SE,1.1,1
6865,12/08/2024,17:30:38,Weather station,443,99.9,3424,0,256,11,9,996,75.2,36.9,765,133.5,SE,0.8,1
6866,12/08/2024,17:20:38,Weather station,437,99.9,4030,0,321,15,12,996,75.2,36.7,992,114,ESE,0.8,1
6867,12/08/2024,17:10:38,Weather station,441,99.9,4786,0,377,11,9,995.9,75.2,36.5,1167,126.6,SE,0,0
6868,12/08/2024,17:00:38,Weather station,442,99.9,3674,0,345,14,11,996,75.2,35.4,1808,122.4,ESE,1.2,1
6869,12/08/2024,16:50:38,Weather station,447,99.9,4958,0,395,11,9,995.8,75.2,36.6,2626,127.2,SE,0,0
6870,12/08/2024,16:40:37,Weather station,439,99.9,5369,0,424,13,11,995.9,75.2,36,2950,101.4,ESE,0,0
6871,12/08/2024,16:30:37,Weather station,442,99.9,2142,0,198,11,9,996.2,75.2,35.5,1126,86.6,E,0,0
6872,12/08/2024,16:20:37,Weather station,446,99.9,5279,0,439,14,11,995.9,75.2,36.2,3168,90.7,E,0,0
6873,12/08/2024,16:10:37,Weather station,445,99.9,2765,0,276,13,10,996.2,75.2,36.1,1484,143.9,SE,0.8,1
6874,12/08/2024,16:00:37,Weather station,456,99.9,7097,0,554,11,9,996.1,75.2,36.5,4228,73.7,ENE,0.1,0
6875,12/08/2024,15:50:36,Weather station,450,99.9,2985,0,319,14,11,996.4,75.2,36.8,1983,148.6,SSE,1,1
6876,12/08/2024,15:40:36,Weather station,443,99.9,3296,0,358,13,10,996.3,75.2,38.5,2126,42.8,NE,0,0
6877,12/08/2024,15:30:36,Weather station,441,99.9,2905,0,304,13,10,996.5,75.2,36.9,1870,90.3,E,0,0
6878,12/08/2024,15:20:36,Weather station,457,99.9,7846,0,641,11,9,996.2,75.2,37.7,5148,181.1,S,0,0
6879,12/08/2024,15:10:36,Weather station,443,99.9,3242,0,361,11,9,996.6,75.2,37.8,2279,141.5,SE,0,0
6880,12/08/2024,15:00:35,Weather station,449,99.9,8937,0,731,14,11,996.4,75.2,38.1,5984,13.5,NNE,0,0
6881,12/08/2024,14:50:35,Weather station,452,99.9,8946,0,632,11,9,996.6,75.2,36.9,4792,147.1,SSE,0,0
6882,12/08/2024,14:40:35,Weather station,450,99.9,3397,0,374,14,11,996.9,75.2,36.1,2605,109.3,ESE,0,0
6883,12/08/2024,14:30:35,Weather station,447,99.9,10148,0,825,11,9,996.6,75.2,38.1,6813,141.5,SE,0,0
6884,12/08/2024,14:20:35,Weather station,442,99.9,10188,0,855,10,8,996.7,75.2,38.7,7292,128.3,SE,0,0
6885,12/08/2024,14:10:35,Weather station,443,99.9,3492,0,392,12,9,996.9,75.2,36.3,2860,164.6,SSE,0,0
6886,12/08/2024,14:00:34,Weather station,445,99.9,10634,0,904,10,8,996.7,75.2,38.8,7786,114,ESE,0.1,0
6887,12/08/2024,13:50:34,Weather station,451,99.9,10250,0,890,12,10,996.7,75.2,37.9,7714,283.7,WNW,0.9,1
6888,12/08/2024,13:40:34,Weather station,431,99.9,10101,0,887,10,8,997,75.2,39,7680,163.9,SSE,1.1,1
6889,12/08/2024,13:30:34,Weather station,440,99.9,9990,0,888,12,9,997.2,75.2,38.6,7708,106.7,ESE,0,0
6890,12/08/2024,13:20:33,Weather station,453,99.9,9924,0,891,12,10,997.2,75.2,37.8,7750,183.2,S,0,0
6891,12/08/2024,13:10:33,Weather station,445,99.9,10063,0,908,11,9,997.3,75.2,37.5,7903,272,W,1.1,1
6892,12/08/2024,13:00:33,Weather station,454,99.9,10315,0,930,11,9,997.6,75.2,36.5,8135,56.1,NE,0,0
6893,12/08/2024,12:50:33,Weather station,443,99.9,10337,0,932,10,8,997.7,75.2,36.6,8144,297.4,WNW,0,0
6894,12/08/2024,12:40:33,Weather station,449,99.9,10304,0,930,11,9,997.7,75.2,37.2,8160,62.7,ENE,1.2,1
6895,12/08/2024,12:30:32,Weather station,461,99.9,5082,0,474,11,9,997.9,75.2,37,3583,326.2,NW,2.1,2
6896,12/08/2024,12:20:32,Weather station,446,99.9,10413,0,936,10,8,997.9,75.2,37.9,8262,198.9,SSW,0.4,1
6897,12/08/2024,12:10:32,Weather station,446,99.9,10251,0,929,11,9,998,75.2,36.8,8213,83.2,E,0,0
6898,12/08/2024,12:00:32,Weather station,446,99.9,10274,0,925,11,9,998.1,75.2,36.8,8181,352.8,N,0.1,0
6899,12/08/2024,11:50:32,Weather station,455,99.9,10286,0,923,11,9,998.3,75.2,36.3,8197,253.5,WSW,1,1
6900,12/08/2024,11:40:31,Weather station,456,99.9,10180,0,913,11,9,998.5,75.2,36.1,8098,218.8,SW,0.2,0
6901,12/08/2024,11:30:31,Weather station,449,99.9,10137,0,903,10,8,998.6,75.2,36.8,8003,251.3,WSW,0.5,1
6902,12/08/2024,11:20:31,Weather station,455,99.9,10012,0,888,11,9,998.8,75.2,36.2,7876,187,S,0.7,1
6903,12/08/2024,11:10:31,Weather station,442,99.9,10002,0,881,11,9,999.1,75.2,35.8,7823,82.4,E,0.4,1
6904,12/08/2024,11:00:31,Weather station,432,99.9,9895,0,864,12,10,999.2,75.2,35.3,7665,297.5,WNW,0.7,1
6905,12/08/2024,10:50:30,Weather station,458,99.9,9787,0,847,10,8,999.2,75.2,35.4,7532,328.7,NNW,0,0
