Serial No.,Date,Time,Device Name,co2,hum,illuminance,maximum_rainfall,par,pm10,pm2_5,pressure,rain_accumulation,temp,tsr,wind_angle,wind_direction,wind_speed,wind_speed_level
1,29/09/2024,23:55:04,Weather station,486,99.9,0,0,0,13,10,1004.3,99.4,27,0,133.1,SE,0,0
2,29/09/2024,23:45:04,Weather station,478,99.9,0,0,0,14,11,1004.4,99.4,27.1,0,153.6,SSE,0,0
3,29/09/2024,23:35:04,Weather station,482,99.9,0,0,0,16,12,1004.6,99.4,27,0,114.7,ESE,0,0
4,29/09/2024,23:25:04,Weather station,484,99.9,0,0,0,16,13,1004.7,99.4,27,0,113.7,ESE,0,0
5,29/09/2024,23:15:14,Weather station,504,99.9,0,0,0,15,12,1004.8,99.4,27,0,85.6,E,0,0
6,29/09/2024,23:05:04,Weather station,483,99.9,0,0,0,12,10,1004.7,99.4,27.2,0,84.4,E,0,0
7,29/09/2024,22:55:04,Weather station,483,99.9,0,0,0,14,11,1004.7,99.4,27.3,0,78.2,ENE,0,0
8,29/09/2024,22:45:13,Weather station,488,99.9,0,0,0,14,11,1004.7,99.4,27.3,0,96.8,E,0,0
9,29/09/2024,22:35:03,Weather station,477,99.9,0,0,0,16,12,1004.6,99.4,27.3,0,129.5,SE,0,0
10,29/09/2024,22:25:03,Weather station,479,99.9,0,0,0,13,10,1004.7,99.4,27.4,0,95.2,E,0,0
11,29/09/2024,22:15:03,Weather station,474,99.9,0,0,0,15,12,1004.7,99.4,27.5,0,132.3,SE,0,0
12,29/09/2024,22:05:03,Weather station,476,99.9,0,0,0,13,10,1004.8,99.4,27.5,0,82.3,E,0,0
13,29/09/2024,21:55:03,Weather station,481,99.9,0,0,0,14,11,1005,99.4,27.6,0,72,ENE,0,0
14,29/09/2024,21:45:03,Weather station,476,99.9,0,0,0,16,13,1004.9,99.4,27.6,0,102.1,ESE,0,0
15,29/09/2024,21:35:03,Weather station,472,99.9,0,0,0,14,11,1005,99.4,27.6,0,102.8,ESE,0,0
16,29/09/2024,21:25:12,Weather station,469,99.9,0,0,0,15,12,1004.9,99.4,27.6,0,84.6,E,0,0
17,29/09/2024,21:15:03,Weather station,475,99.9,0,0,0,13,10,1004.7,99.4,27.7,0,91.5,E,0,0
18,29/09/2024,21:05:03,Weather station,471,99.9,0,0,0,14,11,1004.8,99.4,27.8,0,154.8,SSE,0,0
19,29/09/2024,20:55:03,Weather station,465,99.9,0,0,0,11,9,1004.7,99.4,27.8,0,111.7,ESE,0,0
20,29/09/2024,20:45:03,Weather station,470,99.9,0,0,0,16,13,1004.7,99.4,28,0,113.8,ESE,0.9,1
21,29/09/2024,20:35:03,Weather station,471,99.9,0,0,0,11,9,1004.6,99.4,28,0,122.5,ESE,0,0
22,29/09/2024,20:25:03,Weather station,471,99.9,0,0,0,13,10,1004.4,99.4,28.1,0,82.4,E,0.4,1
23,29/09/2024,20:15:03,Weather station,465,99.9,0,0,0,15,12,1004.2,99.4,28.2,0,67.7,ENE,0,0
24,29/09/2024,20:05:03,Weather station,467,99.9,0,0,0,13,11,1003.9,99.4,28.2,0,90.3,E,0,0
25,29/09/2024,19:55:03,Weather station,461,99.9,0,0,0,15,12,1003.7,99.4,28.2,0,134.7,SE,0,0
26,29/09/2024,19:45:03,Weather station,471,99.9,0,0,0,13,10,1003.5,99.4,28.4,0,99.4,E,0,0
27,29/09/2024,19:35:03,Weather station,466,99.9,0,0,0,12,9,1003.2,99.4,28.6,0,109.7,ESE,0,0
28,29/09/2024,19:25:03,Weather station,461,99.9,0,0,0,14,11,1003,99.4,28.6,0,116.4,ESE,0,0
29,29/09/2024,19:15:03,Weather station,463,99.9,0,0,0,11,9,1002.9,99.4,28.7,0,76.5,ENE,0,0
30,29/09/2024,19:05:03,Weather station,456,99.9,0,0,0,14,11,1002.9,99.4,28.9,0,128.5,SE,0.1,0
31,29/09/2024,18:55:03,Weather station,465,99.9,0,0,0,13,10,1002.8,99.4,29,0,138.3,SE,0,0
32,29/09/2024,18:45:03,Weather station,519,99.9,0,0,0,12,10,1002.6,99.4,29.1,0,122,ESE,1.8,2
33,29/09/2024,18:35:03,Weather station,512,99.9,0,0,0,15,12,1002.3,99.4,29.2,0,135.1,SE,0,0
34,29/09/2024,18:25:03,Weather station,515,99.9,0,0,0,14,11,1002.2,99.4,29.2,0,138.8,SE,0,0
35,29/09/2024,18:15:13,Weather station,524,99.9,7,0,0,12,10,1002.1,99.4,29.4,0,125.1,SE,0,0
36,29/09/2024,18:05:03,Weather station,515,99.9,53,0,2,10,8,1001.8,99.4,29.5,0,121.7,ESE,0,0
37,29/09/2024,17:55:03,Weather station,508,99.9,182,0,12,9,8,1001.7,99.4,29.6,63,51.1,NE,0,0
38,29/09/2024,17:45:03,Weather station,508,99.9,345,0,26,11,9,1001.7,99.4,29.9,157,117.9,ESE,0.2,0
39,29/09/2024,17:35:03,Weather station,501,99.9,636,0,48,10,8,1001.4,99.4,30.2,299,125.7,SE,0,0
40,29/09/2024,17:25:03,Weather station,494,99.9,1507,51.2,93,10,8,1001.4,99.4,31.4,555,139.1,SE,0,0
41,29/09/2024,17:15:03,Weather station,495,99.9,2629,51.2,157,8,7,1001.2,99.4,31.5,968,135.8,SE,0,0
42,29/09/2024,17:05:03,Weather station,503,99.9,3613,51.2,220,10,8,1001,99.4,31.1,1423,141.5,SE,0.1,0
43,29/09/2024,16:55:03,Weather station,498,99.9,4224,51.2,295,11,9,1000.8,99.4,31.6,1972,193.8,SSW,0,0
44,29/09/2024,16:45:03,Weather station,500,99.9,4761,51.2,356,15,12,1000.8,99.4,30.7,2449,153.2,SSE,0,0
45,29/09/2024,16:35:03,Weather station,514,99.9,1585,51.2,140,13,11,1001,99.4,29.3,835,200.5,SSW,0,0
46,29/09/2024,16:25:03,Weather station,501,99.9,1400,358.4,122,13,10,1001.1,99.4,29.1,798,163.6,SSE,0,0
47,29/09/2024,16:15:03,Weather station,505,99.9,3810,358.4,361,13,10,1001.1,99.4,29.7,2530,112,ESE,0,0
48,29/09/2024,16:05:03,Weather station,512,99.9,2172,358.4,212,12,9,1001.1,99.4,29.6,1358,82.8,E,1.1,1
49,29/09/2024,15:55:03,Weather station,508,99.9,1888,358.4,196,11,9,1001.4,99.4,29.5,1256,182,S,1.1,1
50,29/09/2024,15:45:03,Weather station,516,99.9,1575,358.4,155,10,8,1001.4,99.4,29.3,1180,88.8,E,0,0
51,29/09/2024,15:35:03,Weather station,510,99.9,923,358.4,78,12,9,1001.2,99.2,29,566,220.4,SW,0,0
52,29/09/2024,15:25:03,Weather station,514,99.9,914,0,89,13,10,1001.2,99.2,28.8,670,159.2,SSE,0,0
53,29/09/2024,15:15:03,Weather station,500,99.9,996,0,93,11,9,1001,98,30.3,657,163.1,SSE,1,1
54,29/09/2024,15:05:03,Weather station,502,99.9,1444,0,147,10,8,1000.9,97.8,32.1,1023,140,SE,0.3,1
55,29/09/2024,14:55:03,Weather station,487,99.9,3172,0,362,8,7,1000.7,97.8,33.1,2624,142.8,SE,0,0
56,29/09/2024,14:45:03,Weather station,480,99.9,7381,0,603,11,9,1000.6,97.8,34.9,5030,158,SSE,0.4,1
57,29/09/2024,14:35:03,Weather station,487,99.9,10505,0,778,10,8,1000.9,97.8,35.3,6764,135.8,SE,1.1,1
58,29/09/2024,14:25:21,Weather station,493,99.9,10128,3737.6,776,9,7,1001.2,97.8,33.5,6716,154.8,SSE,0.8,1
59,29/09/2024,14:15:03,Weather station,502,99.9,10601,3737.6,815,9,7,1001.1,97.8,31.5,7052,143,SE,0,0
60,29/09/2024,14:05:12,Weather station,478,99.9,10518,3737.6,822,9,7,1001.3,97.8,31.1,7077,257.3,WSW,0.4,1
61,29/09/2024,13:55:03,Weather station,496,99.9,10417,3737.6,832,16,13,1001.8,97.8,29.2,7148,279.7,W,1.1,1
62,29/09/2024,13:45:03,Weather station,501,99.9,10302,3737.6,836,10,8,1002,97.8,28,7171,243.4,WSW,0.9,1
63,29/09/2024,13:35:13,Weather station,519,99.9,11130,3737.6,892,13,11,1002.4,97.8,26.6,7662,204.2,SSW,0.8,1
64,29/09/2024,13:25:03,Weather station,543,99.9,2501,0,245,13,10,1002.9,97.8,25.4,1845,101.1,E,0.6,1
65,29/09/2024,13:15:03,Weather station,534,99.9,1120,0,96,14,11,1003.2,97.2,25.4,762,180.4,S,0.6,1
66,29/09/2024,13:05:03,Weather station,532,99.9,504,0,47,15,12,1003.4,88.4,26.1,353,155.5,SSE,2.1,2
67,29/09/2024,12:55:03,Weather station,493,99.9,453,0,33,14,11,1002.8,83.2,31.9,191,108.6,ESE,2.2,2
68,29/09/2024,12:45:03,Weather station,497,99.9,1331,0,128,13,10,1002.3,83.2,33.4,790,333.3,NNW,0,0
69,29/09/2024,12:35:03,Weather station,488,99.9,3171,0,362,10,8,1002.4,83.2,35.3,2672,77.8,ENE,1.1,1
70,29/09/2024,12:25:03,Weather station,480,99.9,5423,0,476,8,7,1002.6,83.2,36.9,3786,60.5,ENE,1.2,1
71,29/09/2024,12:15:03,Weather station,492,99.9,5005,0,443,8,7,1002.9,83.2,36.6,3461,226.2,SW,0.2,0
72,29/09/2024,12:05:03,Weather station,482,99.9,13932,0,1095,9,7,1002.9,83.2,37.9,9825,138.8,SE,1.1,1
73,29/09/2024,11:55:03,Weather station,493,99.9,12615,0,1011,11,9,1003.2,83.2,36.6,9146,216.4,SW,0.5,1
74,29/09/2024,11:45:03,Weather station,492,99.9,12019,0,992,11,9,1003.4,83.2,35.4,8881,195.5,SSW,0.6,1
75,29/09/2024,11:35:03,Weather station,494,99.9,3321,0,362,10,8,1003.8,83.2,33.5,2680,103.7,ESE,1.5,1
76,29/09/2024,11:25:03,Weather station,485,99.9,6597,0,555,10,8,1004.2,83.2,36.6,4491,76.2,ENE,1.7,2
77,29/09/2024,11:15:03,Weather station,492,99.9,6206,0,534,11,9,1004.1,83.2,34.8,4451,59.2,ENE,1.5,1
78,29/09/2024,11:05:03,Weather station,497,99.9,4089,0,406,11,9,1004.3,83.2,33.3,3139,165.3,SSE,0.9,1
79,29/09/2024,10:55:03,Weather station,498,99.9,4247,0,422,12,10,1004.4,83.2,34.7,3250,140.4,SE,1.2,1
80,29/09/2024,10:45:03,Weather station,495,99.9,8901,0,841,8,7,1004.6,83.2,34.5,6949,99.3,E,1.9,2
81,29/09/2024,10:35:03,Weather station,493,99.9,12706,0,970,10,8,1004.6,83.2,35.3,8716,104.1,ESE,1.6,2
82,29/09/2024,10:25:03,Weather station,486,99.9,12073,0,908,10,8,1004.7,83.2,36.2,8209,123.6,ESE,1.4,1
83,29/09/2024,10:15:03,Weather station,483,99.9,11599,0,872,8,7,1004.8,83.2,35.8,7860,158.1,SSE,1.4,1
84,29/09/2024,10:05:04,Weather station,488,99.9,3708,0,377,11,9,1005.2,83.2,35.4,2949,153.5,SSE,1.5,1
85,29/09/2024,09:55:04,Weather station,491,99.9,10806,0,808,8,7,1005.1,83.2,35.4,7323,143,SE,0.7,1
86,29/09/2024,09:45:03,Weather station,496,99.9,10414,0,771,10,8,1005.3,83.2,34.7,6982,87.3,E,1.1,1
87,29/09/2024,09:35:03,Weather station,494,99.9,10048,0,737,8,7,1005.3,83.2,35.2,6600,102.6,ESE,1.5,1
88,29/09/2024,09:25:04,Weather station,490,99.9,10098,0,726,8,7,1005.5,83.2,33.9,6500,85.3,E,3.4,3
89,29/09/2024,09:15:04,Weather station,495,99.9,10019,0,715,10,8,1005.4,83.2,34.1,6389,78.7,ENE,0.9,1
90,29/09/2024,09:05:04,Weather station,517,99.9,9409,0,658,16,13,1005.4,83.2,33.4,5872,72.1,ENE,0.8,1
91,29/09/2024,08:55:04,Weather station,505,99.9,2850,0,283,17,13,1005.5,83.2,32.9,2276,110.3,ESE,0.3,1
92,29/09/2024,08:45:03,Weather station,521,99.9,3018,0,275,21,17,1005.7,83.2,30.4,2072,108.3,ESE,0,0
93,29/09/2024,08:35:04,Weather station,528,99.9,1952,0,182,21,16,1005.7,83.2,29.6,1398,136.1,SE,0,0
94,29/09/2024,08:25:04,Weather station,524,99.9,2467,0,221,18,15,1005.6,83.2,30.2,1630,74.1,ENE,0,0
95,29/09/2024,08:15:04,Weather station,516,99.9,2157,0,179,14,11,1005.7,83.2,31.7,1407,129.9,SE,0.8,1
96,29/09/2024,08:05:04,Weather station,513,99.9,3964,0,287,15,12,1005.3,83.2,32.5,2137,200.7,SSW,0.4,1
97,29/09/2024,07:55:04,Weather station,519,99.9,6552,0,433,16,13,1005.2,83.2,34,3569,14.1,NNE,0,0
98,29/09/2024,07:45:04,Weather station,529,99.9,5817,0,393,24,19,1005.2,83.2,33.5,3186,133.5,SE,0.1,0
99,29/09/2024,07:35:04,Weather station,545,99.9,5483,0,369,25,19,1005.1,83.2,32.5,2946,349.4,N,0.4,1
100,29/09/2024,07:25:04,Weather station,551,99.9,4901,0,315,29,22,1005.1,83.2,31.8,2603,335.6,NNW,0.4,1
101,29/09/2024,07:15:04,Weather station,558,99.9,3403,0,203,49,40,1005,83.2,31,1679,299.6,WNW,0.2,0
102,29/09/2024,07:05:04,Weather station,563,99.9,2936,0,159,28,22,1004.8,83.2,30.8,1345,288.3,WNW,0.6,1
103,29/09/2024,06:55:04,Weather station,555,99.9,2963,0,143,28,22,1004.7,83.2,29.9,1212,78.1,ENE,0,0
104,29/09/2024,06:45:04,Weather station,559,99.9,2136,0,95,30,23,1004.5,83.2,28.8,814,53.2,NE,0.6,1
105,29/09/2024,06:35:05,Weather station,555,99.9,1449,0,46,22,18,1004.4,83.2,26.7,388,101.7,ESE,0.3,1
106,29/09/2024,06:25:05,Weather station,555,99.9,496,0,31,21,16,1004.1,83.2,26.3,243,91.8,E,0,0
107,29/09/2024,06:15:05,Weather station,547,99.9,267,0,16,21,17,1003.8,83.2,26.1,118,91,E,0.5,1
108,29/09/2024,06:05:05,Weather station,561,99.9,100,0,5,21,17,1003.7,83.2,26,24,91.6,E,0,0
109,29/09/2024,05:55:05,Weather station,554,99.9,17,0,0,18,14,1003.7,83.2,26,0,77.1,ENE,0.3,1
110,29/09/2024,05:45:05,Weather station,552,99.9,0,0,0,23,18,1003.4,83.2,26.1,0,22.6,NNE,0.4,1
111,29/09/2024,05:35:05,Weather station,554,99.9,0,0,0,19,15,1003.2,83.2,26.2,0,29.3,NNE,0,0
112,29/09/2024,05:25:05,Weather station,550,99.9,0,0,0,17,13,1003,83.2,26.2,0,345,NNW,0,0
113,29/09/2024,05:15:05,Weather station,537,99.9,0,0,0,18,14,1002.8,83.2,26.2,0,313.4,NW,0,0
114,29/09/2024,05:05:05,Weather station,541,99.9,0,0,0,15,12,1002.6,83.2,26.2,0,332,NNW,0,0
115,29/09/2024,04:55:05,Weather station,544,99.9,0,0,0,18,14,1002.7,83.2,26.3,0,269,W,0,0
116,29/09/2024,04:45:05,Weather station,536,99.9,0,0,0,19,15,1002.7,83.2,26.4,0,256,WSW,0.4,1
117,29/09/2024,04:35:05,Weather station,543,99.9,0,0,0,22,17,1002.7,83.2,26.4,0,276.2,W,0,0
118,29/09/2024,04:25:05,Weather station,553,99.9,0,0,0,16,13,1002.6,83.2,26.3,0,248,WSW,0.7,1
119,29/09/2024,04:15:05,Weather station,557,99.9,0,0,0,16,13,1002.8,83.2,26.3,0,240.5,WSW,0.4,1
120,29/09/2024,04:05:05,Weather station,564,99.9,0,0,0,18,14,1002.6,83.2,26.4,0,243.8,WSW,0.4,1
121,29/09/2024,03:55:05,Weather station,547,99.9,0,0,0,17,14,1002.8,83.2,26.4,0,257.7,WSW,0.4,1
122,29/09/2024,03:45:05,Weather station,545,99.9,0,0,0,20,16,1002.7,83.2,26.5,0,310.8,NW,0.4,1
123,29/09/2024,03:35:05,Weather station,549,99.9,0,0,0,17,13,1002.7,83.2,26.5,0,274.7,W,0,0
124,29/09/2024,03:25:05,Weather station,543,99.9,0,0,0,15,12,1002.9,83.2,26.5,0,261.8,W,0,0
125,29/09/2024,03:15:05,Weather station,542,99.9,0,0,0,19,15,1002.8,83.2,26.5,0,335.3,NNW,0.6,1
126,29/09/2024,03:05:05,Weather station,537,99.9,0,0,0,22,18,1002.7,83.2,26.6,0,255.5,WSW,0.7,1
127,29/09/2024,02:55:05,Weather station,535,99.9,0,0,0,17,13,1002.7,83.2,26.6,0,90.6,E,0,0
128,29/09/2024,02:45:05,Weather station,543,99.9,0,0,0,19,15,1002.8,83.2,26.5,0,72.1,ENE,0,0
129,29/09/2024,02:35:05,Weather station,547,99.9,0,0,0,19,15,1002.8,83.2,26.4,0,72.8,ENE,0.7,1
130,29/09/2024,02:25:05,Weather station,546,99.9,0,0,0,25,20,1002.8,83.2,26.5,0,265.9,W,0.6,1
131,29/09/2024,02:15:05,Weather station,540,99.9,0,0,0,21,17,1002.8,83.2,26.7,0,264.5,W,0.5,1
132,29/09/2024,02:05:05,Weather station,546,99.9,0,0,0,27,21,1002.8,83.2,27,0,267.6,W,0.5,1
133,29/09/2024,01:55:05,Weather station,546,99.9,0,0,0,22,17,1002.8,83.2,27.1,0,257.2,WSW,0,0
134,29/09/2024,01:45:05,Weather station,535,99.9,0,0,0,23,18,1002.9,83.2,27,0,257.5,WSW,0,0
135,29/09/2024,01:35:05,Weather station,533,99.9,0,0,0,31,24,1003,83.2,27,0,246.5,WSW,0,0
136,29/09/2024,01:25:05,Weather station,550,99.9,0,0,0,43,34,1003.2,83.2,27,0,333.9,NNW,0.6,1
137,29/09/2024,01:15:05,Weather station,542,99.9,0,0,0,22,17,1003.2,83.2,26.9,0,273.9,W,0.7,1
138,29/09/2024,01:05:05,Weather station,541,99.9,0,0,0,18,14,1003.3,83.2,27,0,239.1,WSW,0.4,1
139,29/09/2024,00:55:05,Weather station,536,99.9,0,0,0,18,14,1003.3,83.2,27,0,228.1,SW,0,0
140,29/09/2024,00:45:05,Weather station,542,99.9,0,0,0,19,15,1003.4,83.2,27.1,0,229.8,SW,0,0
141,29/09/2024,00:35:05,Weather station,553,99.9,0,0,0,23,18,1003.6,83.2,27.1,0,235.2,SW,0.1,0
142,29/09/2024,00:25:05,Weather station,556,99.9,0,0,0,24,20,1003.8,83.2,27.5,0,252.9,WSW,0.5,1
143,29/09/2024,00:15:05,Weather station,533,99.9,0,0,0,26,20,1003.9,83.2,27.7,0,208.1,SSW,0.3,1
144,29/09/2024,00:05:05,Weather station,536,99.9,0,0,0,22,17,1004.2,83.2,27.6,0,230.2,SW,0.1,0
145,28/09/2024,23:55:05,Weather station,534,99.9,0,0,0,25,19,1004.3,83.2,27.8,0,215.1,SW,0.5,1
146,28/09/2024,23:45:05,Weather station,525,99.9,0,0,0,29,23,1004.5,83.2,27.9,0,239,WSW,0.4,1
147,28/09/2024,23:35:05,Weather station,524,99.9,0,0,0,22,17,1004.6,83.2,28,0,207.3,SSW,0.4,1
148,28/09/2024,23:25:05,Weather station,520,99.9,0,0,0,24,19,1004.7,83.2,28.1,0,237.7,WSW,0.3,1
149,28/09/2024,23:15:05,Weather station,512,99.9,0,0,0,24,18,1004.8,83.2,28.1,0,114.2,ESE,0.6,1
150,28/09/2024,23:05:05,Weather station,520,99.9,0,0,0,25,20,1004.8,83.2,28.3,0,113.8,ESE,0.7,1
151,28/09/2024,22:55:05,Weather station,521,99.9,0,0,0,26,21,1004.6,83.2,28.4,0,108.5,ESE,0.4,1
152,28/09/2024,22:45:05,Weather station,517,99.9,0,0,0,25,19,1004.4,83.2,28.6,0,111.7,ESE,1.1,1
153,28/09/2024,22:35:05,Weather station,516,99.9,0,0,0,21,17,1004.3,83.2,28.6,0,91.2,E,1.4,1
154,28/09/2024,22:25:05,Weather station,512,99.9,0,0,0,24,19,1004.3,83.2,28.6,0,72.6,ENE,1.7,2
155,28/09/2024,22:15:06,Weather station,513,99.9,0,0,0,21,17,1004.4,83.2,28.7,0,105.4,ESE,1.7,2
156,28/09/2024,22:05:05,Weather station,519,99.9,0,0,0,21,17,1004.4,83.2,28.7,0,108.8,ESE,1,1
157,28/09/2024,21:55:05,Weather station,515,99.9,0,0,0,22,17,1004.6,83.2,28.8,0,146.3,SSE,0.9,1
158,28/09/2024,21:45:06,Weather station,509,99.9,0,0,0,20,16,1004.8,83.2,28.9,0,132.8,SE,0.5,1
159,28/09/2024,21:35:06,Weather station,520,99.9,0,0,0,22,18,1004.7,83.2,29,0,261.9,W,0.2,0
160,28/09/2024,21:25:06,Weather station,513,99.9,0,0,0,23,18,1004.8,83.2,29.1,0,169.5,S,0.1,0
161,28/09/2024,21:15:06,Weather station,509,99.9,0,0,0,21,17,1004.6,83.2,29.1,0,146.4,SSE,0,0
162,28/09/2024,21:05:06,Weather station,514,99.9,0,0,0,22,18,1004.4,83.2,29.1,0,209.3,SSW,0.5,1
163,28/09/2024,20:55:05,Weather station,511,99.9,0,0,0,24,18,1004.2,83.2,29.1,0,141.8,SE,0.5,1
164,28/09/2024,20:45:06,Weather station,514,99.9,0,0,0,23,19,1004.1,83.2,29,0,67.4,ENE,1.4,1
165,28/09/2024,20:35:06,Weather station,518,99.9,0,0,0,17,14,1003.8,83.2,29.1,0,112.2,ESE,1.1,1
166,28/09/2024,20:25:06,Weather station,512,99.9,0,0,0,18,15,1003.7,83.2,29.3,0,68.6,ENE,0.9,1
167,28/09/2024,20:15:06,Weather station,511,99.9,0,0,0,16,13,1003.5,83.2,29.3,0,133.9,SE,1.2,1
168,28/09/2024,20:05:05,Weather station,510,99.9,0,0,0,17,14,1003.1,83.2,29.5,0,166.4,SSE,0.9,1
169,28/09/2024,19:55:06,Weather station,518,99.9,0,0,0,20,16,1002.9,83.2,29.6,0,126.7,SE,1.7,2
170,28/09/2024,19:45:05,Weather station,505,99.9,0,0,0,19,15,1002.6,83.2,29.8,0,92.4,E,1.9,2
171,28/09/2024,19:35:06,Weather station,518,99.9,0,0,0,19,15,1002.4,83.2,29.9,0,92.8,E,1.2,1
172,28/09/2024,19:25:06,Weather station,509,99.9,0,0,0,23,18,1002,83.2,30,0,80.1,E,0,0
173,28/09/2024,19:15:06,Weather station,510,99.9,0,0,0,19,15,1001.8,83.2,29.9,0,125.6,SE,1.1,1
174,28/09/2024,19:05:06,Weather station,507,99.9,0,0,0,19,15,1001.8,83.2,30,0,98.6,E,2.4,2
175,28/09/2024,18:55:06,Weather station,505,99.9,0,0,0,25,20,1001.5,83.2,29.8,0,123.8,SE,1.3,1
176,28/09/2024,18:45:06,Weather station,509,99.9,0,0,0,27,22,1001.2,83.2,29.6,0,127.4,SE,1.1,1
177,28/09/2024,18:35:06,Weather station,503,99.9,0,0,0,26,20,1001.1,83.2,29.5,0,78,ENE,1,1
178,28/09/2024,18:25:06,Weather station,512,99.9,0,51.2,0,23,19,1000.9,83.2,29.6,0,93.9,E,1.4,1
179,28/09/2024,18:16:36,Weather station,501,99.9,1,51.2,0,23,18,1000.5,83.2,29.7,0,138.9,SE,1.4,1
180,28/09/2024,18:06:36,Weather station,512,99.9,23,51.2,1,25,19,1000.2,83.2,30,0,62.3,ENE,1.7,2
181,28/09/2024,17:56:36,Weather station,513,99.9,60,51.2,5,17,14,1000,83.2,29.5,8,110.6,ESE,2,2
182,28/09/2024,17:46:36,Weather station,524,99.9,110,51.2,9,17,14,1000.1,83.2,29.3,43,107,ESE,0.8,1
183,28/09/2024,17:36:37,Weather station,517,99.9,213,51.2,21,21,17,1000.2,83.2,29.2,121,67.8,ENE,0.9,1
184,28/09/2024,17:26:36,Weather station,513,99.9,345,0,33,19,15,1000.2,83.2,28.9,207,92.6,E,1,1
185,28/09/2024,17:16:37,Weather station,509,99.9,403,0,39,18,14,999.9,83.2,29.1,264,219,SW,0.7,1
186,28/09/2024,17:06:37,Weather station,508,99.9,446,0,42,17,14,999.6,83.2,28.8,294,104.8,ESE,0.7,1
187,28/09/2024,16:56:36,Weather station,504,99.9,407,0,35,16,13,999.8,83.2,28.3,223,97.7,E,1.5,1
188,28/09/2024,16:47:00,Weather station,514,99.9,459,0,43,17,13,1000,83.2,27.8,267,113,ESE,1.2,1
189,28/09/2024,16:36:36,Weather station,536,99.9,810,0,92,23,18,1000,83,27.6,592,138.9,SE,2.1,2
190,28/09/2024,16:26:47,Weather station,508,99.9,942,0,110,20,16,999.4,83,30.1,681,103.6,ESE,3.4,3
191,28/09/2024,16:16:36,Weather station,502,99.9,2289,0,281,25,20,999.2,83,32,1996,99,E,3.7,3
192,28/09/2024,16:06:36,Weather station,477,99.9,3615,0,373,17,14,998.8,83,36.9,2726,163.8,SSE,1.6,2
193,28/09/2024,15:56:36,Weather station,482,99.9,3655,0,365,16,13,998.5,83,36.7,2699,114.3,ESE,1,1
194,28/09/2024,15:46:36,Weather station,485,99.9,8104,0,577,16,13,998.4,83,38,4699,75.2,ENE,1.8,2
195,28/09/2024,15:36:35,Weather station,490,99.9,6592,0,507,18,14,998.8,83,38.5,4016,108.9,ESE,1.8,2
196,28/09/2024,15:26:36,Weather station,470,99.9,7775,0,586,15,12,998.7,83,37.9,4795,58.2,ENE,1.3,1
197,28/09/2024,15:16:36,Weather station,472,99.9,8450,0,633,18,14,998.7,83,38.5,5279,63.9,ENE,2.2,2
198,28/09/2024,15:06:36,Weather station,480,99.9,8736,0,664,17,13,998.9,83,38.8,5570,89.8,E,2.4,2
199,28/09/2024,14:56:35,Weather station,487,99.9,8809,0,681,16,13,999.1,83,38.8,5753,128.1,SE,0.1,0
200,28/09/2024,14:46:36,Weather station,490,99.9,8571,0,669,13,11,999.2,83,37.1,5580,138.9,SE,0.5,1
201,28/09/2024,14:36:36,Weather station,481,99.9,9185,0,728,14,11,999.1,83,38.1,6260,150,SSE,0.5,1
202,28/09/2024,14:26:36,Weather station,482,99.9,9258,0,743,16,13,999.2,83,38.4,6351,103.1,ESE,0,0
203,28/09/2024,14:16:37,Weather station,477,99.9,9680,0,780,20,16,999.4,83,37.6,6670,165.4,SSE,0.7,1
204,28/09/2024,14:06:37,Weather station,478,99.9,9166,0,752,17,14,999.5,83,37.1,6278,99.1,E,3.7,3
205,28/09/2024,13:56:48,Weather station,484,99.9,9505,0,496,21,16,999.7,83,35.8,3306,168.3,SSE,0.8,1
206,28/09/2024,13:46:48,Weather station,469,99.9,10759,0,885,15,12,999.8,83,37.7,7661,140.2,SE,0.2,0
207,28/09/2024,13:37:09,Weather station,480,99.9,7335,0,644,20,16,1000.2,83,36.7,5294,80.3,E,1.3,1
208,28/09/2024,13:26:46,Weather station,488,99.9,10970,0,897,23,19,1000.2,83,37.5,7818,144.4,SE,0.7,1
209,28/09/2024,13:16:47,Weather station,510,99.9,7081,0,646,12,10,1000.4,83,36.3,5391,89.5,E,0,0
210,28/09/2024,13:14:48,Weather station,476,99.9,5100,0,539,17,13,1000.5,83,36.8,4271,108,ESE,0,0
211,28/09/2024,13:04:48,Weather station,495,99.9,3683,0,386,18,14,1000.8,83,35.7,2828,147,SSE,0.1,0
212,28/09/2024,12:54:49,Weather station,483,99.9,3976,0,396,19,15,1001.1,83,37.1,2914,175.2,S,0.6,1
213,28/09/2024,12:44:49,Weather station,498,99.9,4789,0,440,20,16,1001.5,83,36.7,3445,149.2,SSE,0,0
214,28/09/2024,12:34:48,Weather station,489,99.9,4067,0,394,15,12,1001.3,83,37,2983,175.3,S,2,2
215,28/09/2024,12:24:48,Weather station,477,99.9,11237,0,935,14,12,1001.7,83,39.1,8380,176.7,S,0,0
216,28/09/2024,12:14:49,Weather station,486,99.9,5207,0,496,14,11,1002.1,83,36.2,3971,84.5,E,0,0
217,28/09/2024,12:04:49,Weather station,482,99.9,5876,0,529,16,13,1002,83,37.7,4263,240.8,WSW,0,0
218,28/09/2024,11:54:49,Weather station,512,99.9,10874,0,894,16,13,1002.2,83,36,7791,273.4,W,1.1,1
